Fecha	temperatura	radiacion	humedad relativa	precipitacion	velocidad viento	mojadura	direccion viento
2022-09-16	17.7	88.4	81	0.0	8.4	2	240.2
2022-09-16	17.6	88.3	82	0.0	6.1	1	195.9
2022-09-16	15.9	27.8	90	0.0	10.5	9	188.1
2022-09-16	14.7	43.9	97	0.0	5.8	7	205.3
2022-09-16	14.7	29.1	98	0.0	5.9	3	235.0
2022-09-16	14.3	7.8	98	2.8	8.2	10	265.7
2022-09-16	14.1	17.3	98	0.0	6.6	10	346.2
2022-09-16	14.3	52.6	99	0.4	3.4	10	274.8
2022-09-16	14.3	95.3	99	0.0	5.0	9	245.5
2022-09-16	14.3	71.4	98	0.2	3.3	9	225.0
2022-09-16	14.3	50.8	98	0.0	3.0	9	272.4
2022-09-16	14.4	53.3	98	0.0	3.6	8	32.7
2022-09-16	14.5	54.8	98	0.0	3.9	8	52.3
2022-09-16	14.3	30.5	98	0.0	3.1	8	35.2
2022-09-16	14.2	7.5	98	0.0	2.1	8	64.0
2022-09-16	14.1	0.2	98	0.0	3.4	9	94.7
2022-09-16	14.0	0.0	98	0.0	2.7	9	307.7
2022-09-16	14.0	0.0	99	0.0	4.3	9	343.9
2022-09-16	14.0	0.0	99	0.0	3.8	9	1.1
2022-09-16	14.0	0.0	99	0.0	3.3	9	352.8
2022-09-16	14.0	0.0	99	0.0	2.9	9	76.8
2022-09-16	14.0	0.0	99	0.0	2.7	9	18.5
2022-09-16	13.9	0.0	99	0.0	3.1	9	40.7
2022-09-16	14.0	0.0	99	0.0	2.3	9	113.4
2022-09-16	14.1	0.0	99	0.0	1.2	9	96.0
2022-09-16	14.1	0.0	99	0.0	2.6	9	70.5
2022-09-16	14.0	0.0	99	0.0	2.3	9	40.5
2022-09-16	14.0	0.0	99	0.0	2.6	9	131.4
2022-09-16	14.0	0.0	99	0.0	0.6	9	30.2
2022-09-16	13.9	0.0	99	0.0	3.0	9	38.2
2022-09-16	13.9	0.0	99	1.0	1.3	9	74.5
2022-09-16	14.0	0.0	99	0.0	3.1	10	208.2
2022-09-16	14.0	0.0	99	0.6	8.4	10	230.4
2022-09-16	13.7	0.0	99	1.0	12.0	10	218.7
2022-09-16	13.6	0.0	99	1.2	11.2	10	225.1
2022-09-16	13.6	0.0	100	0.4	11.6	10	233.6
2022-09-16	13.4	0.0	99	0.6	11.7	10	235.3
2022-09-16	13.4	0.0	100	0.6	14.3	9	231.0
2022-09-17	13.3	0.0	100	0.2	8.1	7	249.4
2022-09-17	13.2	0.0	100	0.4	9.0	7	218.5
2022-09-17	13.1	0.0	100	0.0	4.4	6	259.1
2022-09-17	13.0	0.0	99	0.2	4.0	6	177.6
2022-09-17	12.9	0.0	99	0.0	2.8	6	274.8
2022-09-17	12.7	0.0	99	0.0	3.7	7	15.6
2022-09-17	12.5	0.0	99	0.0	4.6	6	33.1
2022-09-17	12.4	0.0	99	0.0	4.5	6	23.5
2022-09-17	12.5	0.0	100	0.0	4.5	7	13.3
2022-09-17	12.3	0.0	99	0.0	1.8	7	28.1
2022-09-17	11.9	0.0	99	0.0	1.9	6	41.3
2022-09-17	11.4	0.0	99	0.0	2.8	6	64.2
2022-09-17	11.4	0.0	100	0.0	2.3	6	60.9
2022-09-17	11.4	0.0	100	0.0	1.8	6	268.5
2022-09-17	11.7	0.0	100	0.0	2.8	8	276.1
2022-09-17	11.9	0.0	100	0.0	4.9	9	284.4
2022-09-17	12.0	0.0	100	0.0	2.8	9	62.4
2022-09-17	12.1	0.0	100	0.0	2.9	9	64.4
2022-09-17	12.3	0.0	100	0.0	6.1	9	287.0
2022-09-17	12.3	0.0	100	0.0	7.4	9	287.8
2022-09-17	12.3	0.0	100	0.0	5.5	9	228.3
2022-09-17	12.2	0.0	100	0.0	4.4	9	171.7
2022-09-17	12.0	0.0	100	0.0	4.1	9	162.5
2022-09-17	12.1	0.0	100	0.0	5.3	9	319.3
2022-09-17	12.0	0.9	100	0.0	4.5	9	259.5
2022-09-17	11.8	15.3	100	0.0	3.0	9	279.0
2022-09-17	11.6	48.0	100	0.0	3.6	9	3.1
2022-09-17	11.6	76.8	100	0.0	2.4	9	346.6
2022-09-17	11.9	85.8	100	0.0	3.7	8	323.6
2022-09-17	12.3	116.2	100	0.0	3.2	3	173.7
2022-09-17	12.6	169.2	100	0.0	3.3	2	126.0
2022-09-17	12.9	174.6	100	0.0	2.7	1	136.2
2022-09-17	13.1	204.3	100	0.0	2.6	1	332.9
2022-09-17	13.8	372.7	100	0.0	4.2	0	274.0
2022-09-17	14.6	440.9	99	0.0	6.7	0	245.3
2022-09-17	15.2	441.3	93	0.0	5.7	0	247.1
2022-09-17	16.0	501.0	84	0.0	5.9	0	255.8
2022-09-17	16.3	400.8	83	0.0	7.5	0	282.4
2022-09-17	16.5	431.7	83	0.0	7.6	0	253.0
2022-09-17	17.2	649.6	80	0.0	7.6	0	217.8
2022-09-17	17.6	613.6	75	0.0	4.7	0	225.4
2022-09-17	17.8	251.0	77	0.0	4.6	0	140.0
2022-09-17	17.6	175.3	77	0.0	4.7	0	217.4
2022-09-17	17.1	179.4	81	0.0	4.0	0	187.4
2022-09-17	17.6	244.5	77	0.0	4.8	0	285.5
2022-09-17	18.1	311.5	76	0.0	3.2	0	332.0
2022-09-17	18.2	176.9	77	0.0	5.7	0	352.8
2022-09-17	16.6	39.6	83	0.4	10.8	3	31.8
2022-09-17	15.2	107.9	93	1.2	5.8	9	350.2
2022-09-17	15.6	351.3	96	0.0	4.5	2	335.2
2022-09-17	15.7	243.1	93	0.0	9.8	0	248.6
2022-09-17	15.0	36.3	94	0.4	4.6	4	220.0
2022-09-17	14.5	50.5	95	0.4	5.5	9	204.9
2022-09-17	14.6	479.2	96	0.0	8.1	6	218.0
2022-09-17	15.2	171.1	95	0.4	8.5	0	238.4
2022-09-17	14.9	229.2	95	0.0	8.4	0	248.5
2022-09-17	15.4	355.4	94	0.0	7.9	0	253.7
2022-09-17	15.3	89.0	93	0.0	7.2	1	261.2
2022-09-17	15.0	60.0	94	0.4	2.4	10	334.6
2022-09-17	15.0	102.4	94	0.4	3.6	10	181.4
2022-09-17	15.0	138.2	94	0.2	3.3	8	64.4
2022-09-17	15.0	67.4	93	0.4	2.1	9	125.8
2022-09-17	14.9	65.8	95	0.0	3.5	8	73.7
2022-09-17	14.8	77.8	95	0.0	4.8	7	13.5
2022-09-17	15.0	175.1	94	0.0	3.6	9	6.8
2022-09-17	15.5	235.2	92	0.0	3.6	1	259.2
2022-09-17	16.0	223.8	90	0.0	5.0	0	265.1
2022-09-17	16.3	97.0	90	0.0	2.4	0	60.5
2022-09-17	15.6	26.1	91	0.0	7.5	0	207.7
2022-09-17	15.2	21.8	93	0.0	5.5	1	254.2
2022-09-17	15.0	3.8	95	0.0	5.1	2	322.8
2022-09-17	14.9	3.1	96	0.0	7.4	3	254.2
2022-09-17	14.8	2.7	96	0.0	6.3	4	222.9
2022-09-17	14.5	0.3	97	0.0	4.5	8	185.9
2022-09-17	14.3	0.0	97	0.0	3.6	10	354.8
2022-09-17	14.2	0.0	97	0.0	3.0	10	6.2
2022-09-17	14.0	0.0	97	0.0	2.9	10	33.1
2022-09-17	13.6	0.0	98	0.0	1.6	10	59.4
2022-09-17	13.4	0.0	98	0.0	3.9	10	41.6
2022-09-17	13.5	0.0	98	0.0	4.1	10	22.8
2022-09-17	13.8	0.0	98	0.0	7.1	10	15.1
2022-09-17	13.9	0.0	98	0.0	4.8	10	33.0
2022-09-17	14.0	0.0	97	0.0	5.9	10	16.4
2022-09-17	14.2	0.0	97	0.0	8.0	10	11.0
2022-09-17	14.2	0.0	96	0.2	5.3	10	357.8
2022-09-17	14.1	0.0	96	0.4	5.1	10	23.7
2022-09-17	13.9	0.0	97	0.4	8.7	10	6.3
2022-09-17	13.7	0.0	97	0.4	5.7	9	340.1
2022-09-17	13.6	0.0	98	0.4	6.1	9	318.8
2022-09-17	13.5	0.0	98	1.0	8.6	7	8.3
2022-09-17	13.5	0.0	98	0.8	6.5	7	5.3
2022-09-17	13.4	0.0	98	0.6	8.7	6	330.1
2022-09-17	13.3	0.0	98	0.8	6.0	7	345.3
2022-09-17	13.3	0.0	98	0.8	5.2	6	12.9
2022-09-17	13.2	0.0	98	0.2	3.4	5	22.7
2022-09-17	13.0	0.0	98	0.2	2.4	4	348.3
2022-09-18	12.9	0.0	98	0.0	1.6	4	42.3
2022-09-18	12.8	0.0	98	0.0	3.0	4	4.7
2022-09-18	12.8	0.0	98	0.0	3.8	4	0.1
2022-09-18	12.6	0.0	99	0.0	3.3	5	359.9
2022-09-18	12.4	0.0	99	0.0	2.7	4	55.8
2022-09-18	12.2	0.0	99	0.0	2.8	5	36.0
2022-09-18	12.1	0.0	99	0.0	5.3	5	40.9
2022-09-18	12.1	0.0	99	0.0	4.3	5	39.6
2022-09-18	12.0	0.0	99	0.0	3.0	5	73.5
2022-09-18	11.9	0.0	99	0.0	3.4	5	48.4
2022-09-18	11.8	0.0	99	0.0	2.7	5	32.4
2022-09-18	11.8	0.0	99	0.0	3.6	5	43.7
2022-09-18	11.9	0.0	99	0.0	1.9	5	86.1
2022-09-18	12.1	0.0	99	0.0	7.9	6	125.1
2022-09-18	12.2	0.0	99	0.0	2.7	6	92.3
2022-09-18	12.4	0.0	99	0.0	5.5	8	160.7
2022-09-18	12.5	0.0	99	0.0	2.9	9	131.9
2022-09-18	12.5	0.0	99	0.0	0.0	8	66.8
2022-09-18	12.5	0.0	99	0.0	2.7	8	119.7
2022-09-18	12.4	0.0	99	0.0	5.5	8	144.1
2022-09-18	12.5	0.0	99	0.0	6.6	9	166.7
2022-09-18	12.5	0.0	99	0.0	2.8	9	333.1
2022-09-18	12.3	0.0	99	0.0	1.9	9	32.2
2022-09-18	12.2	0.0	99	0.0	2.2	9	310.1
2022-09-18	12.2	2.1	99	0.0	2.4	9	12.6
2022-09-18	12.1	12.6	99	0.0	2.3	9	35.3
2022-09-18	12.1	29.0	100	0.0	1.8	9	48.2
2022-09-18	12.0	35.7	99	0.0	3.4	9	51.3
2022-09-18	12.0	49.7	99	0.0	2.8	9	43.3
2022-09-18	12.3	108.4	100	0.0	1.4	9	66.0
2022-09-18	12.8	141.7	100	0.0	4.2	7	47.1
2022-09-18	13.3	162.9	99	0.0	4.1	2	30.1
2022-09-18	13.9	244.8	99	0.0	3.5	1	30.0
2022-09-18	14.8	334.1	94	0.0	3.3	1	349.4
2022-09-18	15.6	416.0	85	0.0	4.4	0	211.2
2022-09-18	16.3	503.3	82	0.0	7.9	0	293.5
2022-09-18	16.5	598.9	80	0.0	8.1	0	240.9
2022-09-18	16.9	466.1	79	0.0	8.5	0	244.0
2022-09-18	17.0	656.3	78	0.0	8.7	0	326.4
2022-09-18	17.1	448.1	78	0.0	8.0	0	217.5
2022-09-18	17.1	565.9	78	0.0	9.5	0	262.1
2022-09-18	17.7	732.3	76	0.0	8.0	0	329.4
2022-09-18	17.6	469.0	77	0.0	11.8	0	231.8
2022-09-18	17.5	815.3	77	0.0	9.7	0	243.1
2022-09-18	18.1	921.3	75	0.0	11.8	0	241.1
2022-09-18	17.9	643.4	75	0.0	13.9	0	255.5
2022-09-18	18.5	814.6	73	0.0	12.7	0	224.2
2022-09-18	18.2	770.5	73	0.0	9.9	0	271.1
2022-09-18	18.4	770.3	72	0.0	12.9	0	245.9
2022-09-18	18.3	766.6	73	0.0	15.2	0	217.9
2022-09-18	18.6	821.1	74	0.0	14.1	0	191.7
2022-09-18	18.4	454.6	74	0.0	10.8	0	224.7
2022-09-18	18.5	889.6	76	0.0	12.6	0	218.9
2022-09-18	19.1	801.1	71	0.0	10.7	0	220.0
2022-09-18	19.1	687.2	68	0.0	11.2	0	269.4
2022-09-18	19.2	755.5	67	0.0	9.8	0	254.3
2022-09-18	19.0	845.7	65	0.0	12.1	0	212.0
2022-09-18	19.9	907.9	62	0.0	12.2	0	231.3
2022-09-18	19.6	714.4	63	0.0	11.3	0	220.0
2022-09-18	18.7	312.0	71	0.0	15.9	0	200.7
2022-09-18	16.2	220.4	81	0.0	13.1	0	186.7
2022-09-18	16.8	691.0	80	0.0	10.0	0	196.0
2022-09-18	17.4	504.5	75	0.0	9.1	0	193.9
2022-09-18	17.4	681.7	76	0.0	14.7	0	202.5
2022-09-18	16.3	140.6	80	0.0	12.1	0	163.2
2022-09-18	15.3	214.1	87	0.0	10.9	0	181.4
2022-09-18	16.2	537.9	84	0.0	10.0	0	205.7
2022-09-18	16.3	115.2	83	0.0	10.4	0	200.8
2022-09-18	15.5	109.5	86	0.0	10.3	0	205.4
2022-09-18	15.2	50.9	88	0.0	10.5	0	199.2
2022-09-18	15.0	37.8	88	0.0	9.3	0	217.0
2022-09-18	15.0	31.6	89	0.0	6.0	0	220.4
2022-09-18	14.8	8.9	88	0.0	6.4	1	229.9
2022-09-18	14.6	0.4	89	0.0	3.1	2	22.3
2022-09-18	14.4	0.0	92	0.2	2.5	10	70.2
2022-09-18	14.2	0.0	93	0.0	4.6	10	22.8
2022-09-18	14.2	0.0	93	0.0	3.9	10	351.4
2022-09-18	14.2	0.0	92	0.0	5.6	10	26.7
2022-09-18	13.8	0.0	93	0.0	2.9	10	42.5
2022-09-18	13.6	0.0	94	0.0	5.7	10	33.5
2022-09-18	13.6	0.0	93	0.0	4.9	10	15.5
2022-09-18	13.6	0.0	93	0.0	7.5	10	26.5
2022-09-18	13.9	0.0	92	0.0	6.5	10	30.8
2022-09-18	13.4	0.0	94	0.0	2.9	10	48.2
2022-09-18	13.1	0.0	95	0.0	4.1	10	34.1
2022-09-18	13.1	0.0	95	0.0	3.7	10	61.5
2022-09-18	13.1	0.0	96	0.0	5.8	10	23.1
2022-09-18	13.2	0.0	95	0.0	4.8	10	31.9
2022-09-18	13.2	0.0	95	0.0	6.2	10	36.4
2022-09-18	13.4	0.0	95	0.0	4.8	10	4.3
2022-09-18	13.3	0.0	95	0.0	9.8	7	36.8
2022-09-18	13.1	0.0	96	0.0	6.9	6	10.5
2022-09-18	13.1	0.0	97	0.0	6.5	6	59.7
2022-09-18	13.0	0.0	97	0.0	5.4	5	77.1
2022-09-18	13.0	0.0	97	0.0	6.5	5	31.4
2022-09-18	12.9	0.0	97	0.0	5.0	5	47.7
